Pedido,Data Pedido,Data Saída,Previsão Entrega,Data Entrega,Comprador,Materia Prima,Quantidade,Desconto (%),Fornecedor
8907,10/4/2021,10/14/2021,10/17/2021,10/18/2021,4,9,634,0,3
8908,10/4/2021,10/5/2021,10/22/2021,10/24/2021,1,11,82,0,3
8909,10/4/2021,10/13/2021,10/22/2021,10/21/2021,1,7,156,0,3
8910,10/4/2021,10/11/2021,11/4/2021,11/9/2021,1,5,199,0,2
8911,10/4/2021,10/6/2021,11/3/2021,11/7/2021,1,10,383,0,1
8912,10/5/2021,10/10/2021,10/11/2021,10/15/2021,4,9,522,0,1
8913,10/5/2021,10/7/2021,10/13/2021,10/13/2021,4,11,198,0,1
8914,10/5/2021,10/5/2021,10/11/2021,10/14/2021,4,11,107,0,2
8915,10/5/2021,10/11/2021,10/25/2021,10/28/2021,1,11,18,0,2
8916,10/5/2021,10/12/2021,10/25/2021,10/23/2021,1,11,292,0,2
8917,10/5/2021,10/5/2021,10/24/2021,10/24/2021,1,6,366,0,2
8918,10/5/2021,10/18/2021,10/24/2021,10/27/2021,1,11,126,0,1
8919,10/5/2021,10/8/2021,11/4/2021,11/11/2021,1,7,478,0,4
8920,10/5/2021,10/5/2021,10/28/2021,10/30/2021,1,5,193,0,2
8921,10/5/2021,10/20/2021,10/29/2021,10/29/2021,1,9,7,0,1
8922,10/6/2021,10/13/2021,10/15/2021,10/19/2021,4,9,46,0,2
8923,10/6/2021,10/8/2021,10/12/2021,10/15/2021,4,7,100,0,2
8924,10/6/2021,10/11/2021,10/27/2021,10/28/2021,1,9,261,0,3
8925,10/6/2021,10/6/2021,10/26/2021,10/27/2021,1,1,88,0,4
8926,10/6/2021,10/15/2021,11/7/2021,11/7/2021,1,1,15,0,3
8927,10/6/2021,10/15/2021,11/8/2021,11/8/2021,1,11,216,0,3
8928,10/7/2021,10/10/2021,10/14/2021,10/16/2021,4,6,6,0,1
8929,10/7/2021,10/7/2021,10/14/2021,10/15/2021,4,5,6,0,4
8930,10/7/2021,10/12/2021,10/16/2021,10/16/2021,4,9,89,0,5
8931,10/7/2021,10/9/2021,10/15/2021,10/17/2021,4,1,169,0,5
8932,10/7/2021,10/17/2021,10/17/2021,10/21/2021,4,10,100,0,1
8933,10/7/2021,10/9/2021,10/29/2021,10/28/2021,1,9,435,0,1
8934,10/7/2021,10/19/2021,10/25/2021,10/25/2021,1,7,135,26,1
8935,10/7/2021,10/12/2021,10/25/2021,10/28/2021,1,5,290,0,5
8936,10/7/2021,10/15/2021,10/26/2021,10/28/2021,1,7,163,0,2
8937,10/7/2021,10/9/2021,11/3/2021,11/4/2021,1,7,24,0,4
8938,10/7/2021,10/7/2021,11/8/2021,11/10/2021,1,1,237,0,4
8939,10/7/2021,10/18/2021,10/30/2021,11/2/2021,1,9,246,10,1
8940,10/8/2021,10/9/2021,10/15/2021,10/12/2021,4,6,66,0,3
8941,10/8/2021,10/14/2021,10/17/2021,10/23/2021,4,3,132,0,5
8942,10/8/2021,10/8/2021,10/15/2021,10/16/2021,4,5,163,0,2
8943,10/8/2021,10/8/2021,10/16/2021,10/17/2021,4,7,121,0,5
8944,10/8/2021,10/10/2021,10/17/2021,10/16/2021,4,9,16,0,2
8945,10/8/2021,10/9/2021,10/16/2021,10/17/2021,4,8,1,0,3
8946,10/8/2021,10/15/2021,10/17/2021,10/22/2021,4,5,74,0,2
8947,10/8/2021,10/8/2021,10/14/2021,10/15/2021,4,5,137,0,2
8948,10/8/2021,10/18/2021,10/30/2021,10/31/2021,1,7,182,0,3
8949,10/8/2021,10/15/2021,10/21/2021,10/25/2021,2,9,242,0,2
8950,10/8/2021,10/14/2021,10/26/2021,10/28/2021,1,9,408,0,2
8951,10/8/2021,10/8/2021,11/6/2021,11/5/2021,1,5,71,0,2
8952,10/8/2021,10/8/2021,11/9/2021,11/9/2021,1,6,76,0,2
8953,10/8/2021,10/10/2021,11/10/2021,11/9/2021,1,9,23,0,2
8954,10/9/2021,10/11/2021,10/16/2021,10/19/2021,4,5,436,0,2
8955,10/9/2021,10/17/2021,10/17/2021,10/22/2021,4,9,269,0,3
8956,10/9/2021,10/11/2021,10/24/2021,10/29/2021,1,11,3,0,4
8957,10/9/2021,10/10/2021,11/10/2021,11/12/2021,1,11,122,0,3
8958,10/9/2021,10/17/2021,10/30/2021,11/3/2021,1,11,36,0,2
8959,10/10/2021,10/10/2021,10/19/2021,10/19/2021,4,10,85,0,2
8960,10/10/2021,10/12/2021,10/18/2021,10/17/2021,4,7,164,0,1
8961,10/10/2021,10/11/2021,10/17/2021,10/19/2021,4,7,15,0,3
8962,10/10/2021,10/13/2021,10/30/2021,10/31/2021,1,7,70,0,1
8963,10/10/2021,10/16/2021,10/27/2021,10/31/2021,1,8,277,0,1
8964,10/10/2021,10/11/2021,11/1/2021,11/1/2021,1,5,54,0,3
8965,10/10/2021,10/19/2021,11/8/2021,11/11/2021,1,9,69,0,3
8966,10/10/2021,10/10/2021,11/11/2021,11/15/2021,1,9,187,0,5
8967,10/10/2021,10/19/2021,10/30/2021,10/31/2021,1,10,170,0,2
8968,10/10/2021,10/11/2021,10/31/2021,11/3/2021,1,9,11,0,3
8969,10/10/2021,10/10/2021,11/2/2021,11/3/2021,1,11,394,0,2
8970,10/11/2021,10/12/2021,10/18/2021,10/20/2021,4,5,278,0,3
8971,10/11/2021,10/16/2021,10/18/2021,10/18/2021,4,1,341,0,1
8972,10/11/2021,10/11/2021,11/7/2021,11/10/2021,1,1,558,0,2
8973,10/11/2021,10/19/2021,11/10/2021,11/14/2021,1,8,51,0,2
8974,10/11/2021,10/15/2021,11/10/2021,11/16/2021,1,11,50,0,5
8975,10/11/2021,10/12/2021,10/18/2021,10/19/2021,4,6,131,0,3
8976,10/11/2021,10/11/2021,10/31/2021,10/31/2021,1,9,306,0,4
8977,10/11/2021,10/12/2021,10/31/2021,10/30/2021,1,8,55,0,3
8978,10/12/2021,10/23/2021,10/23/2021,10/27/2021,4,1,249,0,1
8979,10/12/2021,10/22/2021,10/23/2021,10/30/2021,4,7,183,0,3
8980,10/12/2021,10/12/2021,10/19/2021,10/20/2021,4,8,132,0,4
8981,10/12/2021,10/13/2021,10/17/2021,10/22/2021,4,11,222,0,3
8982,10/12/2021,10/21/2021,10/23/2021,10/23/2021,4,7,407,0,1
8983,10/12/2021,10/20/2021,10/22/2021,10/31/2021,4,8,402,0,2
8984,10/12/2021,10/16/2021,11/1/2021,11/2/2021,1,8,1,0,2
8985,10/12/2021,10/12/2021,10/31/2021,11/2/2021,1,7,511,0,2
8986,10/12/2021,10/12/2021,11/11/2021,11/14/2021,1,1,278,0,5
8987,10/12/2021,10/18/2021,11/5/2021,11/3/2021,1,1,189,0,2
8988,10/12/2021,10/12/2021,11/4/2021,11/9/2021,1,8,544,0,2
8989,10/13/2021,10/14/2021,10/20/2021,10/19/2021,4,9,127,0,3
8990,10/13/2021,10/13/2021,10/20/2021,10/24/2021,4,6,67,0,2
8991,10/13/2021,10/14/2021,10/21/2021,10/20/2021,4,7,108,0,3
8992,10/13/2021,10/13/2021,10/20/2021,10/20/2021,4,5,15,0,2
8993,10/13/2021,10/17/2021,11/4/2021,11/2/2021,1,9,140,0,1
8994,10/13/2021,10/14/2021,11/4/2021,11/3/2021,1,8,165,0,4
8995,10/13/2021,10/17/2021,10/28/2021,10/31/2021,1,5,140,0,2
8996,10/13/2021,10/17/2021,10/28/2021,11/2/2021,1,5,7,0,5
8997,10/13/2021,10/13/2021,11/10/2021,11/11/2021,1,9,115,0,2
8998,10/13/2021,10/21/2021,11/15/2021,11/17/2021,1,5,97,0,2
8999,10/13/2021,10/21/2021,11/16/2021,11/16/2021,1,10,137,0,3
9000,10/13/2021,10/16/2021,11/5/2021,11/6/2021,1,11,445,0,1
9001,10/14/2021,10/23/2021,10/25/2021,10/28/2021,4,6,579,0,3
9002,10/14/2021,10/21/2021,10/23/2021,10/28/2021,4,5,40,0,5
9003,10/14/2021,10/15/2021,10/22/2021,10/24/2021,4,5,130,0,3
9004,10/14/2021,10/14/2021,10/19/2021,10/23/2021,4,1,11,0,2
9005,10/14/2021,10/14/2021,10/21/2021,10/23/2021,4,9,46,0,4
9006,10/14/2021,10/23/2021,10/30/2021,11/1/2021,1,6,319,0,2
9007,10/14/2021,10/23/2021,10/29/2021,11/2/2021,1,4,2,0,3
9008,10/14/2021,10/19/2021,10/31/2021,11/6/2021,1,7,7,0,1
9009,10/14/2021,10/14/2021,11/2/2021,11/3/2021,1,9,225,0,2
9010,10/14/2021,10/22/2021,11/1/2021,11/5/2021,1,5,129,0,2
9011,10/14/2021,10/14/2021,11/12/2021,11/16/2021,1,7,209,0,2
9012,10/14/2021,10/14/2021,11/12/2021,11/14/2021,1,7,262,0,2
9013,10/14/2021,10/14/2021,11/13/2021,11/20/2021,1,11,285,0,5
9014,10/14/2021,10/21/2021,11/5/2021,11/8/2021,1,8,248,0,5
9015,10/15/2021,10/22/2021,10/24/2021,10/27/2021,4,11,53,0,3
9016,10/15/2021,10/23/2021,10/25/2021,10/31/2021,4,9,178,0,2
9017,10/15/2021,10/21/2021,11/2/2021,11/4/2021,1,1,399,0,2
9018,10/15/2021,10/16/2021,10/28/2021,10/30/2021,2,5,89,0,4
9019,10/15/2021,10/24/2021,11/16/2021,11/18/2021,1,8,26,0,2
9020,10/15/2021,10/24/2021,11/16/2021,11/18/2021,1,5,156,0,3
9021,10/15/2021,10/15/2021,11/7/2021,11/7/2021,1,9,224,0,4
9022,10/16/2021,10/17/2021,10/23/2021,10/25/2021,4,7,219,0,3
9023,10/16/2021,10/17/2021,10/25/2021,10/28/2021,4,6,121,0,3
9024,10/16/2021,10/25/2021,10/29/2021,10/29/2021,4,5,57,0,2
9025,10/16/2021,10/17/2021,11/5/2021,11/5/2021,1,6,105,0,3
9026,10/16/2021,10/26/2021,11/6/2021,11/6/2021,1,1,7,0,1
9027,10/16/2021,10/18/2021,11/3/2021,11/8/2021,1,4,19,0,2
9028,10/16/2021,10/16/2021,11/1/2021,11/2/2021,1,5,137,0,2
9029,10/16/2021,10/21/2021,11/5/2021,11/8/2021,1,9,110,0,3
9030,10/16/2021,10/25/2021,11/16/2021,11/19/2021,1,9,350,0,2
9031,10/16/2021,10/16/2021,11/18/2021,11/22/2021,1,10,24,0,2
9032,10/16/2021,10/23/2021,11/16/2021,11/18/2021,1,10,170,0,2
9033,10/16/2021,10/16/2021,11/9/2021,11/11/2021,1,9,487,0,2
9034,10/17/2021,10/26/2021,10/28/2021,10/28/2021,4,7,390,0,1
9035,10/17/2021,10/18/2021,10/23/2021,10/25/2021,4,3,33,0,3
9036,10/17/2021,10/17/2021,10/24/2021,10/26/2021,4,4,60,0,2
9037,10/17/2021,10/17/2021,10/25/2021,10/25/2021,4,7,257,0,5
9038,10/17/2021,10/18/2021,11/7/2021,11/8/2021,1,5,396,0,3
9039,10/17/2021,10/22/2021,11/17/2021,11/21/2021,1,11,292,27,2
9040,10/17/2021,10/17/2021,11/19/2021,11/20/2021,1,1,124,0,5
9041,10/17/2021,10/26/2021,11/10/2021,11/13/2021,1,6,119,0,3
9042,10/18/2021,10/19/2021,10/25/2021,10/25/2021,4,5,117,0,3
9043,10/18/2021,10/19/2021,10/25/2021,10/27/2021,4,7,138,0,3
9044,10/18/2021,10/21/2021,10/26/2021,10/28/2021,4,5,258,0,4
9045,10/18/2021,10/18/2021,10/23/2021,10/27/2021,4,1,99,0,2
9046,10/18/2021,10/18/2021,10/26/2021,10/28/2021,4,5,316,35,2
9047,10/18/2021,10/18/2021,10/25/2021,10/25/2021,4,9,235,0,5
9048,10/18/2021,10/21/2021,11/6/2021,11/9/2021,1,1,34,0,1
9049,10/18/2021,10/19/2021,11/6/2021,11/8/2021,1,10,471,0,3
9050,10/18/2021,10/18/2021,11/6/2021,11/6/2021,1,11,34,0,4
9051,10/18/2021,10/24/2021,11/5/2021,11/8/2021,1,9,536,0,2
9052,10/18/2021,10/18/2021,11/18/2021,11/20/2021,1,8,76,0,4
9053,10/18/2021,10/22/2021,11/19/2021,11/20/2021,1,11,95,0,2
9054,10/19/2021,10/25/2021,10/26/2021,10/28/2021,4,8,20,0,2
9055,10/19/2021,10/27/2021,10/31/2021,11/5/2021,4,6,40,0,2
9056,10/19/2021,10/20/2021,10/26/2021,10/28/2021,4,7,164,15,3
9057,10/19/2021,10/25/2021,10/26/2021,10/26/2021,4,6,47,0,1
9058,10/19/2021,10/19/2021,10/26/2021,10/27/2021,4,7,401,0,5
9059,10/19/2021,10/19/2021,11/4/2021,11/4/2021,1,5,266,0,2
9060,10/19/2021,10/22/2021,11/20/2021,11/21/2021,1,5,234,0,3
9061,10/19/2021,10/20/2021,11/12/2021,11/11/2021,1,10,408,17,3
9062,10/20/2021,10/21/2021,10/27/2021,10/25/2021,4,1,92,0,3
9063,10/20/2021,10/25/2021,10/27/2021,10/27/2021,4,1,64,0,1
9064,10/20/2021,10/30/2021,10/30/2021,11/2/2021,4,5,238,0,1
9065,10/20/2021,10/20/2021,10/27/2021,10/31/2021,4,5,147,0,2
9066,10/20/2021,10/20/2021,11/7/2021,11/8/2021,1,9,376,0,4
9067,10/20/2021,10/23/2021,11/8/2021,11/11/2021,1,2,25,0,3
9068,10/20/2021,10/29/2021,11/2/2021,11/5/2021,1,9,538,0,3
9069,10/20/2021,10/20/2021,11/9/2021,11/10/2021,1,7,12,0,2
9070,10/20/2021,10/29/2021,11/21/2021,11/23/2021,1,11,641,0,2
9071,10/20/2021,11/1/2021,11/11/2021,11/13/2021,1,6,149,0,1
9072,10/20/2021,10/28/2021,11/12/2021,11/17/2021,1,9,81,0,3
9073,10/21/2021,11/1/2021,11/1/2021,11/3/2021,4,5,614,0,1
9074,10/21/2021,10/28/2021,10/30/2021,11/4/2021,4,6,26,0,2
9075,10/21/2021,10/30/2021,10/31/2021,11/7/2021,4,11,3,0,3
9076,10/21/2021,10/27/2021,10/27/2021,10/30/2021,4,5,29,0,1
9077,10/21/2021,10/21/2021,11/3/2021,11/3/2021,4,1,6,0,4
9078,10/21/2021,10/31/2021,11/9/2021,11/11/2021,1,8,157,0,3
9079,10/21/2021,10/22/2021,11/8/2021,11/10/2021,1,5,188,0,3
9080,10/21/2021,11/2/2021,11/12/2021,11/10/2021,1,10,160,0,1
9081,10/21/2021,10/24/2021,11/5/2021,11/10/2021,1,1,37,0,2
9082,10/21/2021,10/29/2021,11/11/2021,11/12/2021,1,2,628,0,2
9083,10/21/2021,10/29/2021,11/19/2021,11/21/2021,1,5,179,0,3
9084,10/21/2021,10/25/2021,11/22/2021,11/24/2021,1,7,251,0,3
9085,10/22/2021,10/25/2021,10/29/2021,10/31/2021,4,5,349,0,4
9086,10/22/2021,10/29/2021,10/29/2021,11/2/2021,4,9,158,0,1
9087,10/22/2021,10/25/2021,10/29/2021,10/25/2021,4,7,164,0,3
9088,10/22/2021,10/22/2021,10/29/2021,10/27/2021,4,5,139,0,5
9089,10/22/2021,10/31/2021,11/3/2021,11/3/2021,4,7,129,0,2
9090,10/22/2021,10/25/2021,10/31/2021,10/31/2021,4,3,27,0,2
9091,10/22/2021,11/2/2021,11/2/2021,11/6/2021,4,7,423,0,1
9092,10/22/2021,10/28/2021,11/12/2021,11/12/2021,1,1,210,0,5
9093,10/22/2021,10/28/2021,11/8/2021,11/11/2021,1,5,305,0,2
9094,10/22/2021,10/24/2021,11/10/2021,11/13/2021,1,7,231,0,1
9095,10/22/2021,10/23/2021,11/20/2021,11/22/2021,1,4,160,0,3
9096,10/22/2021,10/22/2021,11/23/2021,11/24/2021,1,1,279,0,2
9097,10/22/2021,10/22/2021,11/21/2021,11/25/2021,1,11,133,0,4
9098,10/22/2021,10/22/2021,11/22/2021,11/26/2021,1,2,17,0,2
9099,10/22/2021,10/27/2021,11/13/2021,11/16/2021,1,8,214,0,2
9100,10/22/2021,10/26/2021,11/14/2021,11/16/2021,1,5,142,0,2
9101,10/23/2021,10/31/2021,11/1/2021,11/9/2021,4,7,282,0,3
9102,10/23/2021,10/28/2021,10/30/2021,11/2/2021,4,11,144,0,1
9103,10/23/2021,11/1/2021,11/4/2021,11/7/2021,4,5,12,0,3
9104,10/23/2021,10/23/2021,11/11/2021,11/13/2021,1,9,283,0,2
9105,10/23/2021,10/30/2021,11/8/2021,11/10/2021,1,3,182,0,2
9106,10/23/2021,10/26/2021,11/13/2021,11/14/2021,1,9,117,0,5
9107,10/23/2021,10/24/2021,11/23/2021,11/26/2021,1,9,270,0,3
9108,10/23/2021,11/1/2021,11/13/2021,11/16/2021,1,8,12,0,2
9109,10/24/2021,10/25/2021,10/31/2021,11/2/2021,4,1,106,0,3
9110,10/24/2021,10/25/2021,10/31/2021,10/31/2021,4,6,296,0,4
9111,10/24/2021,10/24/2021,10/30/2021,10/31/2021,4,5,44,0,2
9112,10/24/2021,10/24/2021,11/12/2021,11/13/2021,1,5,413,0,4
9113,10/24/2021,10/25/2021,11/11/2021,11/13/2021,1,8,20,0,3
9114,10/24/2021,10/27/2021,11/11/2021,11/15/2021,1,11,557,10,3
9115,10/24/2021,10/24/2021,11/23/2021,11/25/2021,1,5,211,30,2
9116,10/24/2021,11/2/2021,11/26/2021,11/25/2021,1,1,202,0,1
9117,10/24/2021,10/27/2021,11/26/2021,11/26/2021,1,6,307,0,3
9118,10/25/2021,10/25/2021,11/2/2021,11/5/2021,4,5,63,0,5
9119,10/25/2021,10/30/2021,11/1/2021,11/1/2021,4,1,79,0,1
9120,10/25/2021,11/3/2021,11/14/2021,11/16/2021,1,9,86,0,1
9121,10/25/2021,10/30/2021,11/14/2021,11/15/2021,1,7,21,0,2
9122,10/25/2021,10/30/2021,11/14/2021,11/13/2021,1,1,4,0,2
9123,10/26/2021,10/31/2021,11/2/2021,11/6/2021,4,1,70,0,1
9124,10/26/2021,10/26/2021,11/2/2021,11/2/2021,4,7,60,0,4
9125,10/26/2021,11/1/2021,11/14/2021,11/13/2021,1,4,17,29,3
9126,10/26/2021,10/26/2021,11/16/2021,11/15/2021,1,5,16,0,2
9127,10/26/2021,10/27/2021,11/25/2021,11/27/2021,1,10,361,0,3
9128,10/26/2021,11/2/2021,11/28/2021,11/29/2021,1,6,324,0,1
9129,10/26/2021,11/1/2021,11/27/2021,11/28/2021,1,1,245,0,1
9130,10/26/2021,11/4/2021,11/18/2021,11/20/2021,1,5,223,0,2
9131,10/26/2021,11/2/2021,11/14/2021,11/18/2021,1,10,495,0,5
9132,10/27/2021,11/3/2021,11/6/2021,11/8/2021,4,1,268,0,2
9133,10/27/2021,10/27/2021,11/3/2021,11/1/2021,4,7,86,0,2
9134,10/27/2021,10/28/2021,11/28/2021,11/28/2021,1,8,153,0,3
9135,10/27/2021,10/30/2021,11/27/2021,12/2/2021,1,11,235,0,1
9136,10/27/2021,11/2/2021,11/6/2021,11/4/2021,4,4,36,0,2
9137,10/27/2021,11/8/2021,11/8/2021,11/9/2021,4,10,65,0,1
9138,10/27/2021,10/27/2021,11/1/2021,11/4/2021,4,7,187,0,5
9139,10/27/2021,10/28/2021,11/3/2021,11/3/2021,4,1,424,0,3
9140,10/27/2021,11/1/2021,11/3/2021,11/4/2021,4,2,32,0,2
9141,10/27/2021,11/2/2021,11/15/2021,11/18/2021,1,7,38,0,3
9142,10/27/2021,10/30/2021,11/16/2021,11/17/2021,1,10,55,0,1
9143,10/27/2021,10/28/2021,11/28/2021,11/28/2021,1,8,62,0,3
9144,10/27/2021,10/27/2021,11/18/2021,11/20/2021,1,11,376,0,2
9145,10/27/2021,10/28/2021,11/16/2021,11/18/2021,1,5,52,0,4
9146,10/28/2021,10/29/2021,11/6/2021,11/4/2021,4,5,424,0,3
9147,10/28/2021,11/4/2021,11/4/2021,11/6/2021,4,4,1,0,1
9148,10/28/2021,10/28/2021,11/8/2021,11/13/2021,4,11,40,0,4
9149,10/28/2021,10/29/2021,11/2/2021,11/4/2021,4,9,391,0,3
9150,10/28/2021,10/30/2021,11/15/2021,11/19/2021,1,7,299,0,2
9151,10/28/2021,11/3/2021,11/14/2021,11/16/2021,1,9,85,0,1
9152,10/28/2021,10/28/2021,11/19/2021,11/20/2021,1,11,470,0,2
9153,10/28/2021,10/28/2021,11/29/2021,11/30/2021,1,7,239,0,2
9154,10/28/2021,11/6/2021,11/22/2021,11/22/2021,1,9,5,0,2
9155,10/29/2021,11/4/2021,11/5/2021,11/7/2021,4,1,147,0,1
9156,10/29/2021,11/8/2021,11/11/2021,11/15/2021,4,11,341,0,3
9157,10/29/2021,10/29/2021,11/6/2021,11/8/2021,4,1,157,0,2
9158,10/29/2021,11/8/2021,11/10/2021,11/11/2021,4,1,565,0,3
9159,10/29/2021,11/1/2021,11/19/2021,11/20/2021,1,7,85,0,3
9160,10/29/2021,11/2/2021,11/14/2021,11/15/2021,1,9,31,0,1
9161,10/29/2021,11/5/2021,11/16/2021,11/18/2021,1,1,380,0,2
9162,10/29/2021,11/4/2021,11/19/2021,11/19/2021,1,11,306,0,1
9163,10/29/2021,10/29/2021,11/28/2021,11/30/2021,1,5,108,0,2
9164,10/29/2021,11/2/2021,11/28/2021,12/1/2021,1,3,224,0,1
9165,10/29/2021,11/5/2021,11/21/2021,11/23/2021,1,6,141,0,1
9166,10/30/2021,10/31/2021,11/6/2021,11/10/2021,4,11,362,0,3
9167,10/30/2021,11/7/2021,11/11/2021,11/10/2021,4,9,81,0,2
9168,10/30/2021,11/8/2021,11/12/2021,11/13/2021,4,8,627,0,2
9169,10/30/2021,11/3/2021,11/8/2021,11/10/2021,4,11,442,0,2
9170,10/30/2021,11/4/2021,11/19/2021,11/19/2021,1,11,26,0,5
9171,10/30/2021,11/8/2021,11/17/2021,11/17/2021,1,4,283,0,2
9172,10/30/2021,11/3/2021,11/30/2021,12/1/2021,1,1,217,0,1
9173,10/30/2021,10/30/2021,11/22/2021,11/26/2021,1,8,209,0,4
9174,10/31/2021,10/31/2021,11/7/2021,11/10/2021,4,9,25,0,4
9175,10/31/2021,10/31/2021,11/7/2021,11/6/2021,4,9,277,0,2
9176,10/31/2021,11/10/2021,11/13/2021,11/15/2021,4,6,72,0,3
9177,10/31/2021,11/8/2021,11/20/2021,11/19/2021,1,10,117,0,3
9178,10/31/2021,11/7/2021,11/14/2021,11/16/2021,1,5,332,0,1
9179,10/31/2021,11/2/2021,11/21/2021,11/21/2021,1,8,11,0,2
9180,10/31/2021,11/2/2021,11/19/2021,11/22/2021,1,5,312,0,1
9181,10/31/2021,11/1/2021,12/2/2021,12/3/2021,1,5,321,0,3
9182,10/31/2021,11/9/2021,12/2/2021,12/3/2021,1,7,460,0,2
9183,11/1/2021,11/9/2021,11/11/2021,11/17/2021,4,8,494,0,2
9184,11/1/2021,11/8/2021,11/9/2021,11/8/2021,4,5,168,0,1
9185,11/1/2021,11/9/2021,11/13/2021,11/12/2021,4,9,111,19,2
9186,11/1/2021,11/5/2021,11/8/2021,11/9/2021,4,7,182,0,4
9187,11/1/2021,11/1/2021,11/21/2021,11/24/2021,1,11,157,0,2
9188,11/1/2021,11/10/2021,11/19/2021,11/19/2021,1,7,567,0,1
9189,11/1/2021,11/1/2021,11/21/2021,11/21/2021,1,7,227,0,4
9190,11/1/2021,11/1/2021,11/18/2021,11/19/2021,1,11,415,0,4
9191,11/1/2021,11/8/2021,11/30/2021,12/4/2021,1,10,415,0,2
9192,11/1/2021,11/4/2021,12/4/2021,12/6/2021,1,8,66,0,4
9193,11/1/2021,11/6/2021,11/23/2021,11/26/2021,1,1,264,0,5
9194,11/2/2021,11/11/2021,11/13/2021,11/18/2021,4,8,262,0,2
9195,11/2/2021,11/4/2021,11/10/2021,11/11/2021,4,7,397,0,5
9196,11/2/2021,11/3/2021,11/23/2021,11/25/2021,1,8,268,0,3
9197,11/2/2021,11/2/2021,12/3/2021,12/2/2021,1,7,86,0,4
9198,11/2/2021,11/10/2021,12/3/2021,12/4/2021,1,6,180,0,2
9199,11/2/2021,11/4/2021,12/5/2021,12/4/2021,1,5,611,0,2
9200,11/3/2021,11/7/2021,11/10/2021,11/9/2021,4,1,120,31,1
9201,11/3/2021,11/12/2021,11/14/2021,11/14/2021,4,10,95,0,3
9202,11/3/2021,11/11/2021,11/13/2021,11/14/2021,4,11,29,0,2
9203,11/3/2021,11/11/2021,11/13/2021,11/17/2021,4,1,186,0,2
9204,11/3/2021,11/7/2021,11/17/2021,11/16/2021,2,2,42,0,4
9205,11/3/2021,11/3/2021,11/18/2021,11/21/2021,1,8,59,0,2
9206,11/3/2021,11/4/2021,11/21/2021,11/25/2021,1,1,587,0,3
9207,11/3/2021,11/9/2021,11/24/2021,11/24/2021,1,7,101,0,2
9208,11/3/2021,11/11/2021,11/21/2021,11/23/2021,1,10,82,0,3
9209,11/3/2021,11/3/2021,12/4/2021,12/10/2021,1,5,480,0,2
9210,11/3/2021,11/4/2021,11/25/2021,11/23/2021,1,4,183,0,4
9211,11/3/2021,11/3/2021,11/25/2021,11/29/2021,1,5,261,20,2
9212,11/3/2021,11/5/2021,11/26/2021,11/30/2021,1,11,198,0,2
9213,11/4/2021,11/4/2021,11/11/2021,11/13/2021,4,5,421,0,2
9214,11/4/2021,11/5/2021,11/12/2021,11/14/2021,4,5,267,0,3
9215,11/4/2021,11/4/2021,11/11/2021,11/15/2021,4,1,23,0,2
9216,11/4/2021,11/12/2021,11/12/2021,11/17/2021,4,7,79,0,1
9217,11/4/2021,11/14/2021,11/21/2021,11/25/2021,1,9,371,25,3
9218,11/4/2021,11/5/2021,11/25/2021,11/25/2021,1,9,2,0,3
9219,11/4/2021,11/13/2021,12/5/2021,12/9/2021,1,8,88,0,3
9220,11/4/2021,11/5/2021,12/5/2021,12/11/2021,1,4,200,0,3
9221,11/4/2021,11/4/2021,11/26/2021,11/29/2021,1,9,117,0,2
9222,11/5/2021,11/12/2021,11/14/2021,11/21/2021,4,7,494,0,2
9223,11/5/2021,11/6/2021,11/13/2021,11/14/2021,4,10,84,0,3
9224,11/5/2021,11/12/2021,11/13/2021,11/20/2021,4,11,513,0,2
9225,11/5/2021,11/5/2021,11/13/2021,11/14/2021,4,7,115,0,2
9226,11/5/2021,11/6/2021,11/25/2021,11/27/2021,1,10,227,0,3
9227,11/5/2021,11/12/2021,11/22/2021,11/25/2021,1,1,278,0,3
9228,11/5/2021,11/12/2021,11/25/2021,11/24/2021,1,8,372,0,3
9229,11/5/2021,11/14/2021,11/25/2021,11/26/2021,1,5,32,0,3
9230,11/5/2021,11/7/2021,12/4/2021,12/9/2021,1,9,221,0,1
9231,11/5/2021,11/11/2021,12/5/2021,12/12/2021,1,1,450,0,2
9232,11/5/2021,11/13/2021,11/29/2021,12/1/2021,1,8,54,0,2
9233,11/6/2021,11/14/2021,11/18/2021,11/19/2021,4,1,9,0,2
9234,11/6/2021,11/6/2021,11/25/2021,11/26/2021,1,9,52,33,5
9235,11/6/2021,11/14/2021,11/26/2021,11/27/2021,1,6,204,0,2
9236,11/6/2021,11/14/2021,11/24/2021,11/27/2021,1,5,78,0,3
9237,11/6/2021,11/10/2021,11/24/2021,11/28/2021,1,6,108,0,2
9238,11/6/2021,11/14/2021,11/27/2021,11/28/2021,1,11,130,0,2
9239,11/6/2021,11/16/2021,12/8/2021,12/6/2021,1,8,249,0,1
9240,11/6/2021,11/18/2021,12/8/2021,12/10/2021,1,7,505,0,1
9241,11/6/2021,11/7/2021,12/9/2021,12/10/2021,1,5,27,0,4
9242,11/6/2021,11/16/2021,11/29/2021,11/30/2021,1,5,343,0,3
9243,11/7/2021,11/8/2021,11/14/2021,11/17/2021,4,7,454,0,3
9244,11/7/2021,11/7/2021,11/14/2021,11/16/2021,4,5,67,0,2
9245,11/7/2021,11/9/2021,11/13/2021,11/15/2021,4,5,29,0,4
